Title,Location,Company,Salary,Sponsored,Description
Android Application Developer,"Mumbai, Maharashtra",Mobicule Technologies Pvt. Ltd.,"₹20,000 - ₹35,000 a month",Organic,"Job SummaryHands on experience and expert on working with core Java and Android framework
Hands on multi-threaded coding experience along with synchronous and
asynchronous code, memory management, performance tuning, resource optimization
Excellent debugging skills using command line and Eclipse (crashes and memory
leaks)
Hands on experience in android automation, writing Android Unit test cases, working
with Maven/Ant, GIT
Hands on experience of using Android Sutdio, Eclipse/My Eclipse IDE.
Knowledge of Security concepts (E.g. authentication, authorization, confidentiality
etc.) and protocols and experience in their usage in mobile application
- Must be well versed with Kotlin and Core Java.
- Experienced with design patterns, architecture such as MVVM , MVC , MVP and
algorithms.
- Strong knowledge of Android UI design principles, patterns, and best practices and
Should have working knowledge of Constraint Layout
- Experience with Sqlite/Room and other offline storage mechanism
- Well versed with code repositories like SVN, Git.
- Familiarity with RESTful APIs to connect Android applications to back-end services.
Job Type: Full-time
Pay: ₹20,000.00 - ₹35,000.00 per month
Experience:
work: 1 year (Required)
total work: 2 years (Required)
Android: 1 year (Required)
Education:
Bachelor's (Required)
Benefits:
None
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19
Speak with the employer
+91 02048512015"
Android Developer,"Hyderabad, Telangana",Allora entertainments pvt ltd,"₹5,00,000 - ₹6,00,000 a year",Organic,"Good knowledge on core java
Knowledge on Android sdk
Deep knowledge on flutter frameworks
Knowledge on sqlite data bases
Adaptability and focused
We need down to earth candidates
Job Types: Full-time, Internship
Pay: ₹500,000.00 - ₹600,000.00 per year
Experience:
Android development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Hyderabad, Telangana (Preferred)
Programming Languages needed:
Java (Preferred)
Benefits:
Work from home
Phone / Internet reimbursement
Industry:
Software Development
Work Remotely:
Yes"
Sr. Android Developer,"Mohali, Punjab",Ghrix Technologies Pvt. Ltd.,"₹20,000 - ₹40,000 a month",Organic,"We are looking for a qualified Android developer to join our app development team. You will be working with our engineers/ developers to develop and maintain high quality mobile application features. If you’re passionate about mobile platforms and translating code into user-friendly apps, we would like to meet you.
As a Sr. Android developer, you’ll collaborate with internal teams to develop functional mobile applications, while working in a fast-paced environment. Ultimately, you should be able to design and build the next generation of our mobile applications.
What we are looking for:
Knowledge of Firebase, RealmDB
Knowledge of MVP / MVVM
Knowledge of Kotlin is good to have
Sound knowledge of Android Activity life-cycle and different applications.
Responsibilities:
1. Support the entire application lifecycle (concept, design, test, release and support)
2. Produce fully functional mobile applications writing clean code
3. Gather specific requirements and suggest solutions
4. Write unit and UI tests to identify malfunctions
5. Troubleshoot and debug to optimize performance
6. Design interfaces to improve user experience
7. Liaise with Product development team to plan new features
8. Ensure new and legacy applications meet quality standards
9. Research and suggest new mobile products, applications and protocols
10. Stay up-to-date with new technology trends
11. Design and build advanced applications for Android platform
12. Unit-test code for robustness, including edge cases, usability, and general reliability
13. Improving application performance, optimization for loading times
14. Continuously discover, evaluate, and implement new technologies to maximize development efficiency
15. Familiarity with RESTful APIs to connect Android applications to back-end services.
16. Design, build and maintain high performance, reusable, and reliable Java code
17. Translate designs and wireframes into high-quality code.
18. Ensure the best possible performance, quality, and responsiveness of the application.
19. Identify and correct bottlenecks and fix bugs.
20. Experience consuming and/or designing REST APIs
21. Developing android mobile application by understanding the requirements given by clients.
22. Understanding the requirement specification for the product
23. Building and Designing advanced Android applications for Android platform.
24. Cross-functional team collaboration to design, define and ship new features
25. Developing, releasing, and maintaining Android Applications Required Experience, Skills and
Qualifications:
1. Proven work experience as a Mobile developer
2. Demonstrable portfolio of released applications on the App store or the Play Store
3. In-depth knowledge of Java/Kotlin
4. Experience with third-party libraries and APIs
5. Familiarity with OOP design principles
6. Excellent analytical skills with a good problem-solving attitude
7. Ability to perform in a team environment
8. BSc degree in Computer Science or relevant field
9. Skills - Android, Android Studio, SDK, Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes, Kotlin.
Job Type: Full-time
Salary: ₹20,000.00 - ₹40,000.00 per month
Experience:
Android Developmet: 3 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Android Developer,"Ahmedabad, Gujarat",Breenda HR Solutions,"₹10,000 - ₹20,000 a month",Organic,"Responsible for requirement analysis,
Mobile UI design,
Web service integration,
Android studio expertize,
Android development,
SQLite database or other,
Testing and project delivery.
Added advantage if having knowledge of library integrations like firebase, google map, payment SDKs, and other third party libraries etc.
Required Candidate profile
Must have work on live projects and end to end delivery.
Good experience in Android mobile app development.
Job Type: Full-time
Salary: ₹10,000.00 - ₹20,000.00 per month
Experience:
Android development: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
No"
PHP CODEIGNITER DEVELOPER,"Delhi, Delhi",Flamingo infotech,None,Organic,"Hiring PHP Codeigniter Developer
Skills required
Html/css
Bootstrap
Javascript
Ajax
Php codeigniter framework
Laravel
Api for android and ios
Experienced candidates may apply
Job Type: Full-time
Experience:
Laravel: 2 years (Preferred)
Php codeigniter: 2 years (Required)
Education:
Bachelor's (Preferred)
Licence:
Php codeigniter (Preferred)
Programming Languages needed:
PHP (Preferred)
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19"
Android App Developer,"Bhopal, Madhya Pradesh",PAHAL INFOSYSTEM PRIVATE LIMITED,"₹28,000 - ₹40,000 a month",Organic,"Android Mobile App Developer
Experience- Emulator, Android studio, Web Services, Api, Google cloud product, Firebase, Material Design
Job Type: Full-time
Salary: ₹28,000.00 - ₹40,000.00 per month
Experience:
android development: 3 years (Required)
android: 3 years (Required)
Java: 2 years (Required)
Industry:
Software Development
Work Remotely:
No"
Android Developer,"Rajkot Saurastra, Gujarat",GOAL ENTREPRENEUR,"₹18,000 - ₹25,000 a month",Organic,"A candidate should be having good knowledge of android lanugage
Android studio experience
good experience in relevant post.
Job Type: Full-time
Salary: ₹18,000.00 - ₹25,000.00 per month
Experience:
Android development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
Yes"
Mobile App Developer,"Ranchi, Jharkhand",MILDTRIX BUSINESS SOLUTIONS PVT LTD,"₹2,00,000 - ₹6,00,000 a year",Organic,"Full time Mobile App Developer having 2+ Years of experience in Flutter, Node JS, Angular Or React.
Salary as per experience. Best in city.
Job Types: Full-time, Contract, Walk-In
Salary: ₹200,000.00 - ₹600,000.00 per year
Experience:
.Net: 1 year (Preferred)
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Java: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Software Engineer -PHP-SQL,"Kochi, Kerala",Look4Services UK,"₹30,000 - ₹40,000 a month",Organic,"Job Description
Location: Remote Working (Due to Covid) / Kerala/ Visit to UK
Travel Required: Travel to UK/EU to Customer site When required*
Will Train Applicant(s): Will Train Applicant(s) New technology
Interview SKYPE: Look4Services / Zoom
Job Summary:
Look4Services is a consulting company based out of UK and we are looking for creative minded Software Engineers and technical Developers with sound development experience in both PHP/ Python coding for MVC applications for e-Commerce. Several years of knowledge of PHP frameworks (Codeigniter**, Laravel ), LAMP with independent self-managed and proactive attitude. Previous experience in App Development on Android and IOS would be advantages
The Candidates career will grow with the company at a critical state of our product launch (www.stardealmedical.com) and extend its capability. Training will be given on advanced tools and opportunities for R&D in VR, IOT and Data Science. On-Site visit to UK may be required after Covid restrictions are removed
Roles and Responsibilities:
· Analysis existing code for its improvements.
· Designing and developing websites using PHP frameworks such as CodeIgniter and Laravel
· Develop using design patterns with maximum Reuse and clean code
· Good hands-on skills in Object Oriented Programming
· Build efficient, testable, and reusable PHP modules
· Strong Integration development of RESTful Services and APIs
· Implementing appropriate Data algorithms
· Data Model and SQL Development in MySQL, SQLServer or MangoDB
· Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}
· Performance tuning
Skills and Requirements:
· Experience and Strong knowledge of PHP web /MVC frameworks {{such as CodeIgniter, Laravel, Yii, etc ) and MySQL
· Understanding the fully synchronous behavior of PHP
· E-Commerce Design and process patterns
· Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
· Understanding accessibility and security compliance
· Development of CSS, JQueries and Reuse of Bootstrap and its customisation
· Integration of user-facing elements developed by front-end developers
· Develop Microservices based on RESTFul services /APIs
· Strong knowledge of the common PHP or web server exploits and their solutions
· User authentication and authorization between multiple systems, servers, and environments
· Proficient understanding of code versioning tools, such as Git
Additional Information:
· Self-Managed work style with proactive in team engagement
· Work with remote team members and coordinate development when required
· App and Unity Development skills is not mandatory but considered advantages
Education : Technical Or Degree Qualification (Computing and IT background with programming in Course work)
Job Type: Full-time
Salary: ₹30,000.00 - ₹40,000.00 per month
Experience:
PHP: 2 years (Required)
LAMP: 2 years (Required)
Microsoft or Linux: 1 year (Preferred)
My SQL: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Mobile App Developer,"Bengaluru, Karnataka",Siemens AG,None,Organic,"Job title: Mobile App Developer
With about 4,500 employees, Siemens Technology and Services Private Limited (STS) combines five units: Corporate Technology India, Functional Shared Services, Corporate Finance, Corporate Finance Audit, and Siemens Management Consulting.
Corporate Technology (CT) in India has over 3,000 professionals working in the area of software Research and Development. CT is a part of Siemens Corporate Technology, which is an innovation partner for the Siemens Divisions and shares a point of view in areas of strategic importance to Siemens, thereby ensuring its technological future.
This is your role. What part will you play?
You will be owning customer-facing components, mobile apps, as well as designing the best ways to communicate analytics & visualize data
You will be working with the latest Web and Mobile technologies: Typescript, Native Script, Ionic, Angular 7, Server-Side Rendering, NodeJS, PWA, Android and IOS.
You will be working on working on native applications
You will Learn, incorporate and utilize the newest technology in furthering the aim of the company and the product
We don’t need superheroes, just super minds
Qualification: BE / B.Tech / MCA / ME / M.Tech
You must have 5+ years of experience in Mobile development
You must have experience on Android, iOS and, JavaScript, React Native, React, Redux
Good to have - NodeJS, GraphQL, SQlite
Optional - Iconic & Angular
We’ve got quite a lot to offer. How about you?
This role is in Bangalore, where you’ll get the chance to work with teams impacting entire cities, countries – and the craft of things to come.
We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow.

Organization: ADVANTA
Company: Siemens Technology and Services Private Limited
Experience Level: Experienced Professional
Job Type: Full-time"
"Android Developer for Pune, Hinjewadi office","Pune, Maharashtra",iT Gurus Software,"₹1,20,000 - ₹6,00,000 a year",Organic,"Android developer with upto 5 years experience

Experience developing, enhancing and deploying mobile applications
Development using Android framework and Eclipse
Experience with RESTful web services
Experience with SQLite, mobile frameworks & architectures
Website : https://www.itgurussoftware.com
Job Location : Pune
Years of Experience : 0.5 Yrs - 5 Yrs
Annual CTC : 120,000 - 600,000
Skills : Android, JSON, SQLite, Kotlin
Venue : Ground floor, IT-06 building, Qubix Business Park, Neopro SEZ, Near Cognizant Sys, Rajiv Gandhi Infotech Park - Phase-I, Hinjewadi, 400065"
"Hiring for Android developer,Experience 1yr-5yrs","Bengaluru, Karnataka",Paytm,None,Organic,"Primary Skills(Mandatory):
Kotlin, MVVM/Clean architecture, RxJava, Livedata, Dagger, Data structure

Responsibilities:
Build new products / features from scratch by dictating the right modular architecture Complete ownership of problem-free execution of owned modules and solutions.
Build high availability and extreme reliable high volume transactional systems.
Deliver reliable solutions that handle massive data and high traffic.
Complete ownership of problem-free execution of owned modules and solutions.
Focus on code optimization, code quality, maintainability etc.
Debug and Optimise Android applications to work on multiple Android versions and devices"
Mobile Developer,"Lucknow, Uttar Pradesh",Replete Technologies,None,Organic,"Location: India - Department: Engineering
We are looking for Android application developers , MAC Developers with at least 3 year experience in application development ."
Android Application Developer,"Mumbai, Maharashtra",Mobicule Technologies Pvt. Ltd.,"₹20,000 - ₹35,000 a month",Organic,"Job SummaryHands on experience and expert on working with core Java and Android framework
Hands on multi-threaded coding experience along with synchronous and
asynchronous code, memory management, performance tuning, resource optimization
Excellent debugging skills using command line and Eclipse (crashes and memory
leaks)
Hands on experience in android automation, writing Android Unit test cases, working
with Maven/Ant, GIT
Hands on experience of using Android Sutdio, Eclipse/My Eclipse IDE.
Knowledge of Security concepts (E.g. authentication, authorization, confidentiality
etc.) and protocols and experience in their usage in mobile application
- Must be well versed with Kotlin and Core Java.
- Experienced with design patterns, architecture such as MVVM , MVC , MVP and
algorithms.
- Strong knowledge of Android UI design principles, patterns, and best practices and
Should have working knowledge of Constraint Layout
- Experience with Sqlite/Room and other offline storage mechanism
- Well versed with code repositories like SVN, Git.
- Familiarity with RESTful APIs to connect Android applications to back-end services.
Job Type: Full-time
Pay: ₹20,000.00 - ₹35,000.00 per month
Experience:
work: 1 year (Required)
total work: 2 years (Required)
Android: 1 year (Required)
Education:
Bachelor's (Required)
Benefits:
None
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19
Speak with the employer
+91 02048512015"
Flutter - Mobile App Developer (Remote / Fulltime Job) Urgen...,"Pune, Maharashtra",kokusai technology,"₹2,00,000 - ₹5,00,000 a year",Organic,"Flutter - Mobile App Developer (Remote / Fulltime Job) Urgent Opening
1 or 3-year Experience on Flutter
Who has strong designing and developing skills.Build a high quality & secure mobile APP (Android / iOS) & Exp in developing and consuming backend Rest API
Mob - 8668518679
Email - info@ kokusaitech.com.sg
Job Types: Full-time, Temporary
Salary: ₹200,000.00 - ₹500,000.00 per year
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Android Developer,"Hyderabad, Telangana",Allora entertainments pvt ltd,"₹5,00,000 - ₹6,00,000 a year",Organic,"Good knowledge on core java
Knowledge on Android sdk
Deep knowledge on flutter frameworks
Knowledge on sqlite data bases
Adaptability and focused
We need down to earth candidates
Job Types: Full-time, Internship
Pay: ₹500,000.00 - ₹600,000.00 per year
Experience:
Android development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Hyderabad, Telangana (Preferred)
Programming Languages needed:
Java (Preferred)
Benefits:
Work from home
Phone / Internet reimbursement
Industry:
Software Development
Work Remotely:
Yes"
Android Developer,"Mumbai, Maharashtra",Reliance Jio Infocomm Limited,None,Organic,"Job Responsibilities :

Responsible for android mobile development applications
Education Requirement :

B.E/B.Tech/MCA
Experience Requirement :

Minimum 5 Years - Maximum 7 Years
Skills & Competencies :

Android Development
Location Map : Mumbai RCP"
Android Developer,"Bengaluru, Karnataka",CodersBrain,"₹75,000 - ₹80,000 a month",Organic,"Designing and developing advanced applications for the Android platform.
Unit-testing code for robustness, including edge cases, usability, and general reliability.
Bug fixing and improving application performance.
Job Type: Full-time
Salary: ₹75,000.00 - ₹80,000.00 per month
Experience:
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Android Application Developer,"Pune, Maharashtra",Apex MediTech,None,Organic,"Android Application Developer, Code : 201
Designation
Android Application Developer
Job Description
Development of Android Smart Phone applications.
Desired Profile
Technical Competencies:
Knowledge of Java / Kotlin and Android Studio.
Experience in mobile application development.
Experience
1 - 2 years
Education
Diploma in Computer Science or Information Technology Engineering / B.Tech or B.E. - Computer Science or Information Technology Engineering
Location
Pune"
Sr. Android Developer,"Mohali, Punjab",Ghrix Technologies Pvt. Ltd.,"₹20,000 - ₹40,000 a month",Organic,"We are looking for a qualified Android developer to join our app development team. You will be working with our engineers/ developers to develop and maintain high quality mobile application features. If you’re passionate about mobile platforms and translating code into user-friendly apps, we would like to meet you.
As a Sr. Android developer, you’ll collaborate with internal teams to develop functional mobile applications, while working in a fast-paced environment. Ultimately, you should be able to design and build the next generation of our mobile applications.
What we are looking for:
Knowledge of Firebase, RealmDB
Knowledge of MVP / MVVM
Knowledge of Kotlin is good to have
Sound knowledge of Android Activity life-cycle and different applications.
Responsibilities:
1. Support the entire application lifecycle (concept, design, test, release and support)
2. Produce fully functional mobile applications writing clean code
3. Gather specific requirements and suggest solutions
4. Write unit and UI tests to identify malfunctions
5. Troubleshoot and debug to optimize performance
6. Design interfaces to improve user experience
7. Liaise with Product development team to plan new features
8. Ensure new and legacy applications meet quality standards
9. Research and suggest new mobile products, applications and protocols
10. Stay up-to-date with new technology trends
11. Design and build advanced applications for Android platform
12. Unit-test code for robustness, including edge cases, usability, and general reliability
13. Improving application performance, optimization for loading times
14. Continuously discover, evaluate, and implement new technologies to maximize development efficiency
15. Familiarity with RESTful APIs to connect Android applications to back-end services.
16. Design, build and maintain high performance, reusable, and reliable Java code
17. Translate designs and wireframes into high-quality code.
18. Ensure the best possible performance, quality, and responsiveness of the application.
19. Identify and correct bottlenecks and fix bugs.
20. Experience consuming and/or designing REST APIs
21. Developing android mobile application by understanding the requirements given by clients.
22. Understanding the requirement specification for the product
23. Building and Designing advanced Android applications for Android platform.
24. Cross-functional team collaboration to design, define and ship new features
25. Developing, releasing, and maintaining Android Applications Required Experience, Skills and
Qualifications:
1. Proven work experience as a Mobile developer
2. Demonstrable portfolio of released applications on the App store or the Play Store
3. In-depth knowledge of Java/Kotlin
4. Experience with third-party libraries and APIs
5. Familiarity with OOP design principles
6. Excellent analytical skills with a good problem-solving attitude
7. Ability to perform in a team environment
8. BSc degree in Computer Science or relevant field
9. Skills - Android, Android Studio, SDK, Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes, Kotlin.
Job Type: Full-time
Salary: ₹20,000.00 - ₹40,000.00 per month
Experience:
Android Developmet: 3 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Android Developer (Kotlin),"Ahmedabad, Gujarat",codExalters Techlabs,"₹15,000 - ₹25,000 a month",Organic,"Job Summary
We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications.
Responsibilities and Duties
Design and build advanced applications for the Android platform
Collaborate with cross-functional teams to define, design, and ship new features.
Work with outside data sources and API’s
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Job Types: Full-time, Contract
Salary: ₹15,000.00 - ₹25,000.00 per month
Experience:
Android Development: 2 years (Preferred)
Education:
Bachelor's (Required)"
Android Developer,"Ahmedabad, Gujarat",Breenda HR Solutions,"₹10,000 - ₹20,000 a month",Organic,"Responsible for requirement analysis,
Mobile UI design,
Web service integration,
Android studio expertize,
Android development,
SQLite database or other,
Testing and project delivery.
Added advantage if having knowledge of library integrations like firebase, google map, payment SDKs, and other third party libraries etc.
Required Candidate profile
Must have work on live projects and end to end delivery.
Good experience in Android mobile app development.
Job Type: Full-time
Salary: ₹10,000.00 - ₹20,000.00 per month
Experience:
Android development: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
No"
Android App Developer,"Bhopal, Madhya Pradesh",PAHAL INFOSYSTEM PRIVATE LIMITED,"₹28,000 - ₹40,000 a month",Organic,"Android Mobile App Developer
Experience- Emulator, Android studio, Web Services, Api, Google cloud product, Firebase, Material Design
Job Type: Full-time
Salary: ₹28,000.00 - ₹40,000.00 per month
Experience:
android development: 3 years (Required)
android: 3 years (Required)
Java: 2 years (Required)
Industry:
Software Development
Work Remotely:
No"
Android Developer,"Rajkot Saurastra, Gujarat",GOAL ENTREPRENEUR,"₹18,000 - ₹25,000 a month",Organic,"A candidate should be having good knowledge of android lanugage
Android studio experience
good experience in relevant post.
Job Type: Full-time
Salary: ₹18,000.00 - ₹25,000.00 per month
Experience:
Android development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
Yes"
